OBJECTID,Length,WFPI_Cm_20210701,WFPI_Cm_20210702,WFPI_Cm_20210703,WFPI_Cm_20210704,WFPI_Cm_20210705,WFPI_Cm_20210706,WFPI_Cm_20210707,WFPI_Cm_20210708,WFPI_Cm_20210709,WFPI_Cm_20210710,WFPI_Cm_20210711,WFPI_Cm_20210712,WFPI_Cm_20210713,WFPI_Cm_20210714,WFPI_Cm_20210715,WFPI_Cm_20210716,WFPI_Cm_20210717,WFPI_Cm_20210718,WFPI_Cm_20210719,WFPI_Cm_20210720,WFPI_Cm_20210721,WFPI_Cm_20210722,WFPI_Cm_20210723,WFPI_Cm_20210724,WFPI_Cm_20210725,WFPI_Cm_20210726,WFPI_Cm_20210727,WFPI_Cm_20210728,WFPI_Cm_20210729,WFPI_Cm_20210730,WFPI_Cm_20210731,WFPI_Cm_20210801,WFPI_Cm_20210802,WFPI_Cm_20210803,WFPI_Cm_20210804,WFPI_Cm_20210805,WFPI_Cm_20210806,WFPI_Cm_20210807,WFPI_Cm_20210808,WFPI_Cm_20210809,WFPI_Cm_20210810,WFPI_Cm_20210811,WFPI_Cm_20210812,WFPI_Cm_20210813,WFPI_Cm_20210814,WFPI_Cm_20210815,WFPI_Cm_20210816,WFPI_Cm_20210817,WFPI_Cm_20210818,WFPI_Cm_20210819,WFPI_Cm_20210820,WFPI_Cm_20210821,WFPI_Cm_20210822,WFPI_Cm_20210823,WFPI_Cm_20210824,WFPI_Cm_20210825,WFPI_Cm_20210826,WFPI_Cm_20210827,WFPI_Cm_20210828,WFPI_Cm_20210829,WFPI_Cm_20210830,WFPI_Cm_20210831
180,7.483223923,338.51007407593295,338.51007407593295,309.06192318984273,304.9598767747975,328.215925833468,355.67209229760726,360.5280254240359,338.4120293466807,346.54407388542074,309.8878059843354,334.3820268298076,324.8403692519064,320.8103667350333,294.25212349226314,324.8403692519064,316.7803642181602,324.8403692519064,290.2221209753901,270.8979955786953,268.0614826829427,275.2956005290181,285.4916699165856,279.3256030458913,232.95901962182808,217.32322433893393,4.030002516873109,263.10755070067603,307.7517816789843,294.5216836479902,258.0094972084219,220.35721538541983,277.4056621101105,289.97991959073926,317.36405002118016,329.76822326756286,350.9862868273094,357.0803117414804,360.8406813602748,372.2043103385858,324.697671579559,278.88588101050726,4.030002516873109,265.727924624737,268.68981162293977,268.68981162293977,268.68981162293977,290.6357601411047,322.04989308841874,330.18193762715885,331.24999105406937,290.6357601411047,349.5060630238536,359.7742119648851,343.6081676166573,349.77423203582214,334.4801091560005,349.0478534635138,363.00433251834585,338.5101116728736,330.45010663912734,342.4420294120243,274.37162856362477
181,7.483375506,567.7154839046154,558.4539172476206,558.7057168285091,524.703811993603,536.5925249476279,584.1390070728187,589.9987019501102,553.2164607082101,529.1552948270538,512.4313250158134,543.7831077569693,539.0837525513258,530.4853369590701,503.0413456739663,530.5627375461873,514.7406434537575,537.6878684688878,480.88526243635766,440.3735547752277,444.06153154315206,456.95705332119843,473.83850333632023,463.4434927928387,409.4904092565179,335.69852271067606,6.48640318810797,432.8558887670662,514.4590376700145,483.24981547037066,426.36944929542585,396.9880689865372,460.2389525615181,461.3993647157756,495.32912784402873,522.2829277647539,567.6514685457316,564.1362117880595,586.1555275907608,595.0707790082075,548.4419219124243,472.5503009918352,6.486335446694949,451.94037815747305,460.64563945476056,460.64563945476056,459.92943654693215,504.6153484777388,543.9748515060138,554.4472226860239,568.6854977241245,521.3532496005018,595.4537910823578,610.8084094283414,578.9332652096497,588.1777600212213,562.661373798272,589.4779993826589,612.9778999144592,569.8639452586784,547.2775128529685,571.9662268882457,453.3061145323718
182,4.468047259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,7.48307225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,2.732073708,347.0252546246856,342.3985199751677,338.3347964836015,336.2941882073386,397.1804159755798,426.8321428971904,426.9226741172244,392.02346768410507,392.02346768410507,412.06381698415805,398.6608513962446,378.8318529515924,347.6054382907296,4.687088796207171,4.687088796207171,308.74271705089564,318.6932547501433,123.67621399995888,208.36899846670525,218.02235771414325,249.88229704905993,4.687088796207171,249.95773973242154,4.687088796207171,4.687088796207171,4.687088796207171,281.09683104995383,315.252241170635,217.3915920382637,4.687088796207171,122.2921282959099,248.76582383728805,277.92430629570924,325.25548143422463,336.5649230414779,364.46228606011834,372.304145585365,333.4467777818069,374.0585751450037,329.4558663360536,164.03957543009,257.8165490236319,254.88383215148446,224.11240841299502,250.19673533418774,280.3749628202913,342.9499013705666,351.43143674393684,297.85553907521796,339.1746692959081,310.0462554633965,390.97247438433584,402.96557780734054,335.4463988610498,330.21313505244353,320.01966916351563,325.82644675551205,338.6351253975664,327.5657797573889,312.44512108408844,335.07295380909477,254.52541637314636
185,7.43965339,651.0884474212877,703.71481427565,647.8009366663312,646.3565145974904,1141.9525805394455,1229.6439604905624,1225.5316274938339,1129.400229594659,1129.400229594659,1125.427697298587,1148.1705195967772,1043.2613533949004,957.7375680711403,12.15293101302768,56.7105199976074,851.6663491856186,841.9097380197263,431.19708910747175,519.3655741691205,690.069622473434,757.4952269779222,12.15293101302768,762.3534482342698,12.15293101302768,12.15293101302768,12.15293101302768,775.6462754606413,927.5269698657577,630.3298088277744,12.15293101302768,299.5088724425293,628.6730055615633,641.0934386852796,708.3284751250376,744.4453343241905,796.1108655937109,860.6578010378732,763.278565708728,849.94051749894,670.9566052323024,337.7787391369707,543.3101226458351,491.17088934184875,477.5703676635003,526.8551627333684,537.7702443354759,821.3826620161706,849.2637509262524,744.3069534046167,792.2258926975824,766.5940213711822,981.1451899213993,952.5182362731617,885.2947292581459,894.0479939957306,851.36018521134,868.0454682418878,912.7216306796744,868.4456217379916,832.4947980267949,645.7281552248473,424.70329467530587
186,4.231270134,594.8365930651208,588.4418696050502,526.5114699900844,556.3759846404878,616.2816012736639,637.5644129542619,666.128430533495,616.9552232198466,590.2517445615697,603.4288718639632,607.6835899934508,637.6187301360162,595.7264320370408,6.140794730426023,567.6759009795143,564.3956587111492,499.6047095880511,365.33878266052295,435.4873824111356,431.0633423856969,444.13762081235393,447.6717935154807,438.2507548115726,420.81902770412887,6.140794730426023,6.140794730426023,442.96466619657525,493.50879264360566,447.8139007418945,101.11162622708652,346.07557431880116,290.8568730943056,465.3877388267585,530.4471837579562,571.0947210895885,608.6601597036557,641.2807008987736,608.6601597036557,624.3246508342099,489.34861174103713,218.83492125809371,6.140794730426023,308.8692268000755,353.20056861396836,347.4794671000805,362.62160731787645,381.9448589529717,447.88347046589274,385.89885300650593,390.22565901398076,386.4212497519925,503.30734444086625,516.5312818909376,505.1106512358895,516.1475299818745,468.68721647902163,475.5016331556304,509.58691617114096,460.8262329021749,474.82801120944765,454.56256581858395,234.41158428039796
187,7.442236404,621.3235638579424,610.4160044739522,556.863073856951,578.4589626231223,628.5835882377484,666.5063321165464,687.355975428436,622.4012791622631,622.4012791622631,638.9220716487846,613.4283920812172,649.9153475287685,603.2468368345608,6.361574606926904,580.9828079346564,561.6485198467572,511.8984180950858,215.4246751760354,437.795673089627,451.36587184505674,492.7159776564997,406.0201469405629,457.6793061022282,420.30253388304413,6.361574606926904,6.361574606926904,467.6408445442471,517.6369972612729,485.6358944012847,105.16370941855548,358.40329462602153,357.9713050655973,516.8426808523179,604.4863576158943,620.2617660677823,658.9552788883259,704.105500927753,649.9343929672325,678.0395781799821,683.8589002230569,323.95802139988047,6.361574606926904,438.44709958829105,464.1924485545207,498.65447996003024,517.1186379579995,508.5188342090426,585.9012714624819,505.51635546837,521.2416978073345,530.7886752069492,683.760634611755,685.6476240615987,725.0319440933538,693.2247786072603,631.6470245914556,639.0536977754892,693.3246702453224,617.8789183102036,647.601507999867,571.6601385497249,451.8049811170231
188,7.441868843,1153.001101103374,1134.991600433998,1082.3652743729235,1078.652825714471,1208.4132780838604,1290.024208259126,1326.0998660035286,1205.1342503481862,1221.1103118787285,1226.3555150433542,1201.9635161428623,1185.6294041861916,1105.8273922354633,12.152931109267342,1075.2107150026666,979.3084125258149,939.9610684519046,521.7259714966073,779.6811845950169,813.6658429118911,892.5532210489555,681.0141899522918,890.040898014701,678.7248870500114,12.152931109267342,12.152931109267342,856.2545375396768,967.1037919001926,805.7275794822497,47.91256722701894,634.279297051875,674.3861123268557,918.3120331388616,1078.8337457238558,1112.7713949070917,1188.405206503497,1245.535363251245,1164.1731489235033,1226.5209122590297,1151.2054198730552,380.4841038171598,142.67595320747031,737.3302127343292,642.5098198450844,819.9129683377462,854.8164058958712,887.6041623450452,989.2726072769257,815.8829990955812,848.1574402190267,889.5325118023909,1146.672591645766,1167.9037802092453,1171.943899478964,1177.4810141076632,1074.8722878819901,1104.5019092393031,1131.7788721313234,1058.7245912666992,1068.1257997775076,1011.8159158882403,781.2783260110067
189,7.441500785,1007.6375282601169,987.6783977538444,1001.2197041391971,997.4165013451841,1179.213870112635,1209.2875344292793,1227.702583529795,1186.2843970764845,1199.0138310202974,1181.6986822349857,1195.2204926074962,1070.3099905822774,975.5614663500885,12.152931136436608,931.4407927184841,949.7225764380041,841.21766501294,639.820301992614,596.0502536545398,644.4087751627413,762.3824779146847,526.1925017253324,757.5972276377518,288.2318551855771,12.152931136436608,12.152931136436608,730.6198768951356,945.4523708712902,538.9574255010649,12.152931136436608,562.1725109241866,655.1683946332081,748.5667520603502,941.6331028613808,986.1429112801635,1051.5018244427854,1048.981375917809,947.7533092926221,1067.5882202308214,937.4146681779719,19.423498900830307,223.15268525539477,482.7693878843783,504.43260471839,717.5181553358734,634.8977687705977,811.4325608147217,858.2759434722832,677.9353245839145,697.1129981892432,794.0570747716254,1016.8473034969328,1077.4376246574002,1107.2224392320754,1107.0124019526488,999.1114263137594,1053.2932628559026,1020.1496278871986,1003.6256045215889,929.6221039533306,891.867380220622,533.9676660779256
190,7.441132175,947.5765690661883,952.6006623178589,946.4402122247792,959.7295002026237,1040.1419640513914,1120.3877662770935,1084.581612457855,1031.5164660714029,1040.1419640513914,1030.531199552275,1043.7188253597692,938.5631262719215,702.3357924269336,12.152931136435418,717.6834109308003,826.50620618153,757.0639855180856,663.3468126829137,315.73298552104745,544.7190779230419,651.3593788399568,451.89095913756074,689.8704224376361,18.326638088141056,12.152931136435418,12.152931136435418,707.9584394721979,924.9012887511878,445.44947983149746,12.152931136435418,508.08812683852227,550.2594449823497,773.5414276291717,941.8971437594738,990.8780394667117,1056.7177829369707,1092.2601851021618,1030.6242058405176,1070.127216124828,803.7508773037487,14.727891628691719,255.2246766299968,439.4282177340968,402.22641346654007,623.7916449862661,516.3128125208909,874.6273298211465,831.442140133664,700.5953346196275,764.5910960797995,773.9266358159153,993.9697717011219,1038.8549802899645,892.2314550920486,897.7926525689901,834.3533284883366,853.5157085950916,852.4740166728996,823.5982084233267,803.1824770837079,785.3959912941193,576.2426273603783
191,7.440763234,942.0149390704897,1009.8820525203444,942.6060491473064,958.7172572436779,1076.449215237468,1156.6252238061948,1160.5757493468031,1058.4688186105743,1078.750019596793,1065.3757651178578,1084.9112378430648,1008.8481371942787,760.0811810024229,10.725806186509553,487.2686425392624,837.2545116428848,751.2238918303312,737.9276640471448,84.38746650404924,539.9649464160296,617.1729883879423,300.0237118740153,729.2079779927918,10.725806186509553,10.725806186509553,10.725806186509553,702.016803762441,869.6514679510191,511.97194666044356,10.725806186509553,343.0846133095853,385.2426541562419,675.9748965284354,768.1383781189938,818.72718337161,857.8491655432621,922.5204247961558,846.3800466199821,870.9935905396092,889.7529973632802,259.01358454341255,440.23099987255273,495.2190478043792,156.76702746035812,657.7527197653133,664.5543673403803,825.2639113331031,796.238527114149,739.3470333874529,802.7213280187857,767.8659237458629,1006.3285680197152,999.6318746398279,794.014956074089,817.7730657014152,777.1306360509243,786.8804283716757,828.7348925158437,782.8997519545604,780.209976086647,807.2284612382831,609.995368739313
192,7.44039375,668.4596542308169,726.3618458109149,660.9256330112695,670.0255801085992,761.098934819557,794.8434238487994,821.5248113004573,770.9555973900376,776.3290411386827,758.8872188864162,781.1474863823287,721.3587337038738,557.7671988840873,8.007586114637535,323.493399826405,625.7846923190548,615.3730310510988,432.5123198621625,220.74126775286524,419.10313477423887,490.8211475651986,77.4674388075549,529.1631507216574,8.007586114637535,8.007586114637535,8.007586114637535,477.4933703204972,627.3246908086708,503.4317627942416,8.007586114637535,248.88925384931247,194.19197094636422,539.6422383826302,664.4678623069659,688.7843752555066,738.5865507088124,764.3063674613383,690.9351549392114,740.0723330172292,678.2299550246394,478.00441880636447,452.57178900073404,499.14294645824816,373.5842634822674,505.3959765726026,568.1481338439525,599.0834078436085,592.6135327693104,499.3207591992307,604.9360575432244,560.200377632736,714.0458255165189,741.2635019145358,728.3195346666412,759.7647147861485,705.1604469314634,719.47429281572,724.5997786406331,694.9684629551558,701.6907578600285,634.0690717154432,363.2559922350624
193,7.440023729,867.2091129704268,947.7491608129387,867.3864293314984,871.7613242096905,1054.4001308014683,1132.7955409690335,1129.4292279786728,1043.7062598411662,1043.3667911409498,1028.9356204166784,1056.5840528847805,1023.4481997860086,824.1200548031385,12.152931136436608,163.5466668092041,832.8095083976787,813.6582786729256,478.2678792754509,492.35986845489174,600.8639671925971,644.3181940981763,23.013636558736323,667.8544058378468,12.152931136436608,12.152931136436608,11.51795477377575,630.4929975110233,817.6516166118174,508.4984528305769,12.152931136436608,285.7847091471848,374.2528494452362,753.987046936948,862.4515194085759,908.5186376303834,958.0613572670001,1031.8213211632149,927.8118871119723,973.0240781784869,789.8705216854116,471.7335353685785,639.0142675110268,499.6558060896441,531.0903342156166,596.1781809315703,634.1856853940458,755.09552369857,772.4134593655326,662.7066495354861,774.0965636428764,718.5327952297773,938.3545647758516,924.8125780862467,801.810182479314,838.8596418491867,782.0564369134214,798.5310819972417,836.3868801672472,772.0442632842053,763.2171810848022,742.0073682970079,386.7957785433548
194,6.586416822,824.0806860528123,841.857461886711,835.2595906927824,818.0937976380989,1029.7459201297531,1103.308711189567,1103.3502582423203,1047.9949856775506,1044.86044267664,1045.9575279145733,1055.8336002872234,1008.3106253134235,947.7159390750096,12.152931048052032,91.51430020093395,852.3887156510025,842.4642016444094,504.7304204221697,550.4675747306408,637.0386253051421,658.6266463742026,54.09730303914948,666.7929665966993,12.152931048052032,12.152931048052032,12.152931048052032,743.5535447826435,861.5034628845842,732.8893687922158,12.152931048052032,337.718392023715,605.8584911944785,810.3818513432856,871.8657923128438,915.7894876714436,996.5055483363242,1025.6481133359605,931.7600868881391,1041.6112556639016,858.9600981790593,513.5252569483747,716.6114552847271,698.4231674283649,635.0976842928245,690.5914773274843,744.6444450381324,847.4569618642948,856.7082634980992,768.6180196449699,860.8268835905673,796.6936615499026,971.997851347759,977.1407515182439,816.2333113915663,826.7402064170678,780.2221121526271,797.3114052483756,828.6554267620769,807.189496648819,778.0994284523305,727.3920283501268,567.9941919609031
195,5.844889542,339.02531515856384,339.02531515856384,339.02531515856384,344.2956984324012,371.4407205507097,392.5225967893896,397.693597052131,404.3065505759506,374.125689479009,374.125689479009,397.693597052131,376.799812414302,210.97428081162928,3.928015797546796,207.04629621610894,321.1102966576707,321.1102966576707,300.8720252718184,274.61914877039715,271.3249854408408,278.13619027185666,116.59447185671394,288.4788770840004,3.928015797546796,3.928015797546796,3.928015797546796,279.7991162561353,326.7892295405636,277.11431889950126,3.928015797546796,202.02979346651472,202.02979346651472,297.89548104822256,346.2279930109679,339.21545710108956,380.83614724391504,379.1930344756395,343.14344169660984,390.2329379921341,319.58245100480985,323.8111496902887,290.0462571668386,267.62198224984166,248.22714414515167,277.6639549720269,284.7758738930013,319.97665213622565,372.2371486944913,322.661621064525,348.56985811027334,315.9494561012746,389.7904511520444,380.09311788553197,374.7657413396339,381.3786948634535,342.24455077006587,370.83775674411356,359.79802479928424,359.79802479928424,343.58712102004813,319.11930160869895,246.07712818671618
196,6.589414169,950.1961749685539,976.3324976558822,942.7000233324568,956.1424818813724,1094.348176464234,1115.381533600793,1127.8095267167414,1133.6326910113764,1064.9617603454703,1060.7945857360835,1123.6423521073546,1063.1913709932448,918.4038783784226,12.15293110397589,436.7437625648886,917.6841787242422,909.0735463859264,720.9010990638499,711.8498526531059,739.7473510424553,754.1169092151829,238.2640065388151,789.8241166565975,12.15293110397589,12.15293110397589,12.15293110397589,773.0519687538279,903.9614975480298,844.3085453868862,12.15293110397589,511.55285830411873,509.94924364108556,808.5116316462316,903.2511605766798,930.4736394127588,1023.0454276511531,1041.129120299424,942.5086610751597,1023.0461587887507,923.0191772808129,989.1906072963006,794.4538287256889,764.1097776531764,687.1402303819232,778.9996703894251,794.2794576998663,854.2079439121621,963.3958950094071,847.8799457722455,947.6065629807404,853.5220522733678,1047.117569621421,998.8659078882276,948.9107690978086,974.9777419351673,872.7821712194487,942.1368775064982,926.3252841680285,912.103090148596,885.9634709991982,791.8532189166194,596.390524035488
197,6.168564006,991.998666904708,1009.6547658686172,970.5337116473708,997.8347999901911,1107.2264961272517,1118.9099730272023,1125.0908533760824,1115.3762586849907,1075.4887981168565,1105.7112141043117,1122.0621208159114,1072.9605273678872,1020.3090204308019,12.152931140523094,177.21821517303033,920.0745485336063,925.4884212828134,695.7386988139516,656.5976455327201,728.7524972358758,739.9302911504432,193.95265056513026,758.8050159854648,12.152931140523094,12.152931140523094,12.152931140523094,799.8128831154138,948.5926693927116,867.1764364367002,12.152931140523094,502.2765357578768,819.0218604542396,844.4503278885394,919.7011883702669,972.4022115626366,1045.4980236566005,1086.431203666329,988.8769474791026,1045.4980236566005,960.8563900728273,643.1342776725402,804.6948570281678,776.1400574969615,698.1232244748053,764.8406437927775,812.8473994104713,890.9858694603333,974.5220633976508,880.7666514566524,932.2102546071402,856.5469404403143,1075.977556692407,1043.471001705166,1001.6205856056495,1036.7916580694014,935.3701914613939,990.7384893064344,974.8243101942708,954.7496228287414,954.4721402886018,896.8699614295818,770.0150976990375
198,2.769425712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,6.173512627,802.4033358748932,812.4253586820573,783.6294249387955,809.4572534677391,798.8304406050239,862.5853216211729,865.5534270312443,818.9942934913475,794.6512461027877,814.2925169193206,812.5238665138235,857.6455987971897,317.61256195472674,8.526052623908445,646.5025498671439,770.400755528511,709.3919019991949,630.6650901700407,605.9840745015222,604.7286335079859,623.0131180329555,634.2623207085946,664.5063404353515,8.526052623908445,8.526052623908445,8.526052623908445,577.5214976505546,695.9036433044517,684.5279247918189,352.67750841326597,542.0640802870607,556.660002511312,665.3853349337503,753.7333475415293,762.4929086993708,834.6791849175308,851.4446798881111,779.2948251113935,882.8414897744501,796.2521286476257,699.9963160060074,639.0845795291533,626.4927933146446,569.0322301388586,621.5330284750569,642.7876629308016,720.8736253246975,792.8081187690129,769.4426047359905,727.5717099193488,671.8312128702131,847.7997703818208,829.3580524762604,802.180481322301,832.5794392293647,788.2132570481535,809.473396491287,826.0217104278929,807.3666785675427,775.6138659561478,787.594433067389,639.9510880711173
200,6.171863884,533.6663293803684,536.8117320474055,527.3714757477292,550.3593625819123,569.2077446524221,581.1558990445221,582.3911797657403,582.3911797657403,564.4629987003457,568.764502724217,574.148523410715,574.1014739409138,340.5658573789612,5.976059726874414,427.2436719636103,510.83519313631854,506.5317451745355,456.41312103209737,430.67592251109494,435.6550413967462,425.17570370809153,414.6509363593785,467.08953352451374,5.976059726874414,5.976059726874414,5.976059726874414,418.3750672969447,500.4798623179756,478.36687802499233,216.52502431749866,400.76535651039313,424.74944160473103,489.1242867840209,541.9112320122288,532.9501888540598,596.4935307884842,601.2797136248328,535.8179543183824,598.3264484846193,543.6646618395483,469.9582266441448,464.9401763041355,455.77700595907766,399.3244424923402,448.96367282347546,464.9401763041355,492.8722547082866,565.6156881045698,506.5308259941412,530.5587535023722,478.9286629083283,611.4350258904407,568.6839392387304,568.5615653841545,586.6084992818206,540.8728982092455,575.3335206487346,557.0468709477593,549.71684533275,555.5366842516488,526.4866129648082,461.8264912747841
201,6.170214397,884.461801477331,894.4083962311919,873.1527365901691,896.0173471703276,979.800399448782,979.800399448782,985.9794442897788,979.800399448782,943.3394777881448,961.2791864441302,985.9794442897788,963.9703865865781,895.0174410759579,9.6818550708019,496.45058433413055,824.6259644336195,815.1479021567775,770.6382847317747,701.233866448097,714.7380844584851,732.6384665063617,492.0774865245741,785.8798037378084,9.6818550708019,9.6818550708019,9.6818550708019,710.4071393101606,822.6778248697206,782.3959886474714,162.75481214314036,588.0794794814808,738.0126321459903,818.4495607111868,906.1094233184295,939.0520196953216,1012.4807192988605,1064.9136401617338,942.6688992396363,1015.5874656017534,951.4078749327534,748.2250114281687,804.3599275645638,767.1874749737467,705.2747147645775,793.4422817170002,809.348479155635,836.0671049617913,948.1482662778487,827.4169582997729,839.331518278995,823.7097115959644,1033.1324090016728,966.4658766516455,974.5957237268742,1008.585093129336,902.7964805532785,985.8324835174515,943.078726185451,930.9253861653863,930.9253861653863,885.9555276646613,763.336383429624
202,7.436392793,739.2061593201696,755.1971349120438,754.1933640058239,735.265987314151,966.98977228531,1033.4504269634863,1035.474486001782,966.1359870898691,976.944101949772,988.3079822185657,977.978975232872,908.6048445729671,840.2039133132135,12.152931183599526,55.176893239258135,759.8877169771428,751.0299364960856,451.49470865788663,498.28580303188704,540.2750294147141,558.9029529862288,34.42110172468552,566.6499960906949,12.152931183599526,12.152931183599526,12.152931183599526,685.189487621354,792.5859506034838,639.555344802875,12.152931183599526,308.00885841770025,580.4346698720313,724.8804910892328,810.9196467534271,855.437754726343,918.8951622175794,954.0231658958733,869.4700261678505,965.6721311340484,765.718037181297,407.4038927675807,617.0538408155772,610.967127339653,559.4887413045631,592.5437820468413,659.0732544347038,796.4406200260635,808.4329242484191,706.2292706338634,803.8419617642534,721.8038122465562,900.4482955376918,929.9468975501329,812.6943494489096,803.7214248378607,765.0247430157359,780.2066864764954,808.1119434228414,789.0786688040043,751.2526243830077,699.842091717998,529.0956491068775
203,5.832824012,761.8528587228566,770.758390192053,761.8528587228566,770.2824922286475,787.2759812025281,863.8219676386375,885.8997202917844,811.4576515327911,822.9992900858156,811.4576515327911,832.1167236855567,782.9595955557718,577.7328639951397,9.530372630631298,570.0762991461999,685.077369552934,630.6109014862864,545.4211568762012,203.60481812100676,425.41539971863733,483.7379618155895,341.64273613969385,553.6467355314081,9.530372630631298,9.530372630631298,9.530372630631298,542.3868608528553,668.6312047682253,382.86715918411915,9.530372630631298,351.49151214201873,389.58909595549954,596.3761157932611,726.3249846835384,745.9246746958231,816.9015791364171,823.9142514587293,750.9323872014916,829.2414789157424,643.7535927167988,85.53445865638297,279.9306321583165,369.352484403264,223.91743395778093,485.2177259165345,469.3231885906683,607.9720711527345,581.1314143083353,500.48296164794607,564.7085691557737,536.639489619496,721.6473152834944,717.8538100947338,639.8846207931908,650.8326962728715,608.1346117850703,623.3810110390395,638.1454395439932,606.5983045670735,589.729161884509,580.7644349727898,419.4909184144727
204,7.437551131,1017.9925785301645,1058.3696221159466,992.1355936455728,1010.3145608790562,1188.676517929912,1275.93419019093,1290.1671207496454,1178.1714829379457,1186.92845988379,1175.5091897950208,1204.7955540631642,1177.516931413549,886.7512122630402,12.152931087485774,571.5353013666069,974.4692896405717,936.0731767748795,857.5901881347003,153.67265346231645,607.9498091303227,742.6869073650508,363.74600765815956,851.4359460241728,12.152931087485774,12.152931087485774,12.152931087485774,791.6966340579484,949.7818170295334,825.1120663186914,12.152931087485774,406.83652079522096,400.4441234240486,798.9164502315707,898.0402865225957,958.4996852012918,1010.9595408782006,1081.8015112612788,982.7545192233026,1032.6655137124455,870.8479752532661,438.68508290540893,528.4675809499063,542.5624609557132,274.9934654951541,669.6773431268109,697.0148344783254,761.6121424488805,771.0962920100797,702.6232809165929,771.773544491846,707.1144352232656,906.8772016822045,913.7994519980219,819.3341419972936,837.5083513043076,786.723791734039,794.6232708999482,843.9835094178325,782.8634903994569,785.7545419470648,818.9715808129343,590.3765488093017
205,7.437165493,934.1015411263429,973.9792673955058,935.2074308103541,911.0107641402842,1095.0979007042074,1180.6088437587068,1178.9258240244428,1094.0722931830821,1100.355775308759,1077.9516262076422,1104.6216459833147,1151.1061244156667,849.568780481441,12.15293108748545,493.19342716070196,953.7862950754292,931.1199970533959,625.9398216405269,420.40249148752946,692.0963697098621,741.5072774675699,167.6497773998183,797.8328900735158,12.15293108748545,12.15293108748545,12.15293108748545,764.6983712403387,948.0554069311946,813.2628480539736,12.15293108748545,358.10139843442255,316.67247631104783,760.9175502778342,867.7995416928004,927.4582109224893,977.0958356050162,1043.2498575257428,938.0302178532883,1016.4069386808394,933.3681514147399,663.8968513525215,709.1123332953387,702.1330069722352,539.9934028407871,722.3663632551628,786.6599883863305,833.6019779103146,848.3259360257412,753.432183601285,868.2577136561914,786.6427980249836,979.8769289383347,1008.9251839178345,978.5925241932238,1008.2447465496397,936.1041112227148,950.8634044986326,1000.6792207582708,938.8726777825076,917.7546386637803,908.5101365705879,503.2575885169735
206,7.436779383,730.0171842052303,754.1923848053516,748.2179663370297,730.5265610501779,1081.922950031708,1158.1857189153397,1161.131596789665,1081.6277525528462,1071.6420707201407,1111.3190884645237,1083.65621867187,1004.6523248997665,818.0564388074888,12.152931087485015,219.18451626419306,860.5947221471758,848.2383218974812,534.0113564597026,533.322607877784,646.4343682070929,638.6486634771344,26.223097158878854,689.9002786491906,11.058829794652288,12.152931087485015,11.370968930379963,722.218465966504,881.133127731484,685.8433785387255,12.152931087485015,330.8731492479308,439.2236332077877,789.7538523203555,880.9962974106825,946.0120853105519,1000.4094541054366,1060.6447569498541,958.0749195524135,1071.035516481447,740.348716412156,530.3665338106388,602.9719325069573,564.01324133434,542.9534401988624,579.1700800265432,643.9859484287693,849.2106233572886,881.9565990822986,763.6556674500478,868.9816718698894,790.3104400372893,975.0683482956513,1005.813515203036,845.6735639950144,854.329001509955,800.3031298042322,815.6972258729852,853.0735462323144,820.0092962378232,773.9455411935356,731.5815329381536,445.7657071225562
